Count,RetMax,RetStart,IdList,TranslationSet,TranslationStack,QueryTranslation,ErrorList,WarningList,name
1,1,0,['5661'],[],"[{'Term': 'leishmania donovani[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",leishmania donovani[All Names],,,Leishmania donovani
1,1,0,['5693'],[],"[{'Term': 'trypanosoma cruzi[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",trypanosoma cruzi[All Names],,,Trypanosoma cruzi
1,1,0,['31286'],[],"[{'Term': 'trypanosoma brucei rhodesiense[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",trypanosoma brucei rhodesiense[All Names],,,Trypanosoma brucei rhodesiense
1,1,0,['72407'],[],"[{'Term': 'Klebsiella pneumoniae subsp. pneumoniae[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Klebsiella pneumoniae subsp. pneumoniae[All Names],,,Klebsiella pneumoniae subsp. pneumoniae
1,1,0,['6279'],[],"[{'Term': 'brugia malayi[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",brugia malayi[All Names],,,Brugia malayi
1,1,0,['42895'],[],"[{'Term': 'Enterobacter sp.[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Enterobacter sp.[All Names],,,Enterobacter sp.
0,0,0,[],[],,Haemophilus[All Names] AND ducreyi[All Names],"{'FieldNotFound': [], 'PhraseNotFound': ['ducreyi']}","{'PhraseIgnored': [], 'OutputMessage': ['No items found.'], 'QuotedPhraseNotFound': []}",[Haemophilus] ducreyi
1,1,0,['1392'],[],"[{'Term': 'bacillus anthracis[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",bacillus anthracis[All Names],,,Bacillus anthracis
1,1,0,['446'],[],"[{'Term': 'legionella pneumophila[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",legionella pneumophila[All Names],,,Legionella pneumophila
1,1,0,['621'],[],"[{'Term': 'shigella boydii[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",shigella boydii[All Names],,,Shigella boydii
1,1,0,['622'],[],"[{'Term': 'shigella dysenteriae[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",shigella dysenteriae[All Names],,,Shigella dysenteriae
1,1,0,['508528'],[],"[{'Term': 'Leptospira interrogans serovar Portlandvere[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Leptospira interrogans serovar Portlandvere[All Names],,,Leptospira interrogans serovar Portlandvere
1,1,0,['813'],[],"[{'Term': 'chlamydia trachomatis[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",chlamydia trachomatis[All Names],,,Chlamydia trachomatis
1,1,0,['944'],[],"[{'Term': 'ehrlichia canis[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",ehrlichia canis[All Names],,,Ehrlichia canis
1,1,0,['2123'],[],"[{'Term': 'Mycoplasma putrefaciens[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Mycoplasma putrefaciens[All Names],,,Mycoplasma putrefaciens
1,1,0,['5821'],[],"[{'Term': 'plasmodium berghei[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",plasmodium berghei[All Names],,,Plasmodium berghei
1,1,0,['39950'],[],"[{'Term': 'Dialister pneumosintes[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Dialister pneumosintes[All Names],,,Dialister pneumosintes
1,1,0,['309120'],[],"[{'Term': 'Dialister micraerophilus[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Dialister micraerophilus[All Names],,,Dialister micraerophilus
1,1,0,['308994'],[],"[{'Term': 'Dialister propionicifaciens[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Dialister propionicifaciens[All Names],,,Dialister propionicifaciens
1,1,0,['218538'],[],"[{'Term': 'Dialister invisus[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Dialister invisus[All Names],,,Dialister invisus
1,1,0,['33945'],[],"[{'Term': 'Enterococcus avium[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Enterococcus avium[All Names],,,Enterococcus avium
1,1,0,['85549'],[],"[{'Term': 'Artemia salina[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Artemia salina[All Names],,,Artemia salina
1,1,0,['83558'],[],"[{'Term': 'chlamydia pneumoniae[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",chlamydia pneumoniae[All Names],,,Chlamydia pneumoniae
1,1,0,['632'],[],"[{'Term': 'yersinia pestis[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",yersinia pestis[All Names],,,Yersinia pestis
1,1,0,['235'],[],"[{'Term': 'brucella abortus[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",brucella abortus[All Names],,,Brucella abortus
1,1,0,['29461'],[],"[{'Term': 'brucella suis[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",brucella suis[All Names],,,Brucella suis
1,1,0,['28450'],[],"[{'Term': 'burkholderia pseudomallei[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",burkholderia pseudomallei[All Names],,,Burkholderia pseudomallei
1,1,0,['36809'],[],"[{'Term': 'Mycobacteroides abscessus[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Mycobacteroides abscessus[All Names],,,Mycobacteroides abscessus
1,1,0,['1774'],[],"[{'Term': 'Mycobacteroides chelonae[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Mycobacteroides chelonae[All Names],,,Mycobacteroides chelonae
1,1,0,['43304'],[],"[{'Term': 'Mycolicibacterium peregrinum[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Mycolicibacterium peregrinum[All Names],,,Mycolicibacterium peregrinum
1,1,0,['1766'],[],"[{'Term': 'Mycolicibacterium fortuitum[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Mycolicibacterium fortuitum[All Names],,,Mycolicibacterium fortuitum
1,1,0,['53462'],[],"[{'Term': 'Mycolicibacterium mageritense[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Mycolicibacterium mageritense[All Names],,,Mycolicibacterium mageritense
1,1,0,['4932'],[],"[{'Term': 'saccharomyces cerevisiae[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",saccharomyces cerevisiae[All Names],,,Saccharomyces cerevisiae
1,1,0,['678'],[],"[{'Term': 'Vibrio sp.[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Vibrio sp.[All Names],,,Vibrio sp.
1,1,0,['672'],[],"[{'Term': 'vibrio vulnificus[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",vibrio vulnificus[All Names],,,Vibrio vulnificus
1,1,0,['676'],[],"[{'Term': 'Vibrio fluvialis[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Vibrio fluvialis[All Names],,,Vibrio fluvialis
1,1,0,['663'],[],"[{'Term': 'Vibrio alginolyticus[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Vibrio alginolyticus[All Names],,,Vibrio alginolyticus
1,1,0,['670'],[],"[{'Term': 'vibrio parahaemolyticus[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",vibrio parahaemolyticus[All Names],,,Vibrio parahaemolyticus
1,1,0,['666'],[],"[{'Term': 'vibrio cholerae[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",vibrio cholerae[All Names],,,Vibrio cholerae
1,1,0,['703'],[],"[{'Term': 'plesiomonas shigelloides[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",plesiomonas shigelloides[All Names],,,Plesiomonas shigelloides
1,1,0,['646'],[],"[{'Term': 'Aeromonas sobria[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Aeromonas sobria[All Names],,,Aeromonas sobria
1,1,0,['633'],[],"[{'Term': 'yersinia pseudotuberculosis[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",yersinia pseudotuberculosis[All Names],,,Yersinia pseudotuberculosis
1,1,0,['90370'],[],"[{'Term': 'Salmonella enterica subsp. enterica serovar Typhi[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Salmonella enterica subsp. enterica serovar Typhi[All Names],,,Salmonella enterica subsp. enterica serovar Typhi
1,1,0,['149539'],[],"[{'Term': 'Salmonella enterica subsp. enterica serovar Enteritidis[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Salmonella enterica subsp. enterica serovar Enteritidis[All Names],,,Salmonella enterica subsp. enterica serovar Enteritidis
1,1,0,['4909'],[],"[{'Term': 'Issatchenkia orientalis[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Issatchenkia orientalis[All Names],,,Issatchenkia orientalis
1,1,0,['777'],[],"[{'Term': 'coxiella burnetii[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",coxiella burnetii[All Names],,,Coxiella burnetii
1,1,0,['10141'],[],"[{'Term': 'Cavia porcellus[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Cavia porcellus[All Names],,,Cavia porcellus
1,1,0,['9986'],[],"[{'Term': 'oryctolagus cuniculus[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",oryctolagus cuniculus[All Names],,,Oryctolagus cuniculus
1,1,0,['9913'],[],"[{'Term': 'bos taurus[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",bos taurus[All Names],,,Bos taurus
1,1,0,['5861'],[],"[{'Term': 'plasmodium yoelii[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",plasmodium yoelii[All Names],,,Plasmodium yoelii
1,1,0,['5855'],[],"[{'Term': 'plasmodium vivax[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",plasmodium vivax[All Names],,,Plasmodium vivax
1,1,0,['4682'],[],"[{'Term': 'allium sativum[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",allium sativum[All Names],,,Allium sativum
1,1,0,['29482'],[],"[{'Term': 'Salmonella enterica subsp. enterica serovar Abony[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Salmonella enterica subsp. enterica serovar Abony[All Names],,,Salmonella enterica subsp. enterica serovar Abony
1,1,0,['1302'],[],"[{'Term': 'Streptococcus gordonii[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Streptococcus gordonii[All Names],,,Streptococcus gordonii
1,1,0,['11060'],[],"[{'Term': 'dengue virus type 2[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",dengue virus type 2[All Names],,,dengue virus type 2
1,1,0,['42156'],[],"[{'Term': 'Litomosoides sigmodontis[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Litomosoides sigmodontis[All Names],,,Litomosoides sigmodontis
1,1,0,['5762'],[],"[{'Term': 'Naegleria gruberi[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Naegleria gruberi[All Names],,,Naegleria gruberi
1,1,0,['746128'],[],"[{'Term': 'aspergillus fumigatus[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",aspergillus fumigatus[All Names],,,Aspergillus fumigatus
1,1,0,['33178'],[],"[{'Term': 'Aspergillus terreus[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Aspergillus terreus[All Names],,,Aspergillus terreus
1,1,0,['5059'],[],"[{'Term': 'aspergillus flavus[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",aspergillus flavus[All Names],,,Aspergillus flavus
1,1,0,['5478'],[],"[{'Term': 'Nakaseomyces glabratus[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Nakaseomyces glabratus[All Names],,,Nakaseomyces glabratus
1,1,0,['4828'],[],"[{'Term': 'Absidia[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Absidia[All Names],,,Absidia
1,1,0,['4852'],[],"[{'Term': 'Cunninghamella[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Cunninghamella[All Names],,,Cunninghamella
1,1,0,['4830'],[],"[{'Term': 'Mucor[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Mucor[All Names],,,Mucor
1,1,0,['4838'],[],"[{'Term': 'Rhizomucor[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Rhizomucor[All Names],,,Rhizomucor
1,1,0,['4842'],[],"[{'Term': 'Rhizopus[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Rhizopus[All Names],,,Rhizopus
1,1,0,['13705'],[],"[{'Term': 'Syncephalastrum[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Syncephalastrum[All Names],,,Syncephalastrum
1,1,0,['4927'],[],"[{'Term': 'Wickerhamomyces anomalus[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Wickerhamomyces anomalus[All Names],,,Wickerhamomyces anomalus
1,1,0,['5476'],[],"[{'Term': 'candida albicans[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",candida albicans[All Names],,,Candida albicans
1,1,0,['42374'],[],"[{'Term': 'Candida dubliniensis[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Candida dubliniensis[All Names],,,Candida dubliniensis
1,1,0,['4909'],[],"[{'Term': 'Pichia kudriavzevii[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Pichia kudriavzevii[All Names],,,Pichia kudriavzevii
1,1,0,['5482'],[],"[{'Term': 'candida tropicalis[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",candida tropicalis[All Names],,,Candida tropicalis
1,1,0,['5061'],[],"[{'Term': 'aspergillus niger[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",aspergillus niger[All Names],,,Aspergillus niger
1,1,0,['64495'],[],"[{'Term': 'Rhizopus arrhizus[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Rhizopus arrhizus[All Names],,,Rhizopus arrhizus
1,1,0,['90259'],[],"[{'Term': 'Rhizopus microsporus var. rhizopodiformis[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Rhizopus microsporus var. rhizopodiformis[All Names],,,Rhizopus microsporus var. rhizopodiformis
1,1,0,['86635'],[],"[{'Term': 'Rhizopus microsporus var. microsporus[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Rhizopus microsporus var. microsporus[All Names],,,Rhizopus microsporus var. microsporus
1,1,0,['36080'],[],"[{'Term': 'Mucor circinelloides[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Mucor circinelloides[All Names],,,Mucor circinelloides
1,1,0,['42458'],[],"[{'Term': 'Lichtheimia corymbifera[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Lichtheimia corymbifera[All Names],,,Lichtheimia corymbifera
1,1,0,['90269'],[],"[{'Term': 'Apophysomyces elegans[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Apophysomyces elegans[All Names],,,Apophysomyces elegans
1,1,0,['31870'],[],"[{'Term': 'Colletotrichum graminicola[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Colletotrichum graminicola[All Names],,,Colletotrichum graminicola
1,1,0,['523103'],[],"[{'Term': 'Trichophyton mentagrophytes[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Trichophyton mentagrophytes[All Names],,,Trichophyton mentagrophytes
1,1,0,['36911'],[],"[{'Term': 'Clavispora lusitaniae[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Clavispora lusitaniae[All Names],,,Clavispora lusitaniae
1,1,0,['273371'],[],"[{'Term': 'Candida orthopsilosis[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Candida orthopsilosis[All Names],,,Candida orthopsilosis
1,1,0,['273372'],[],"[{'Term': 'Candida metapsilosis[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Candida metapsilosis[All Names],,,Candida metapsilosis
1,1,0,['746128'],[],"[{'Term': 'Neosartorya fumigata[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, {'Term': 'aspergillus fumigatus[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'AND']",Neosartorya fumigata[All Names] AND aspergillus fumigatus[All Names],,,Neosartorya fumigata (Aspergillus fumigatus)
1,1,0,['162425'],[],"[{'Term': 'aspergillus nidulans[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",aspergillus nidulans[All Names],,,Aspergillus nidulans
1,1,0,['5207'],[],"[{'Term': 'cryptococcus neoformans[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",cryptococcus neoformans[All Names],,,Cryptococcus neoformans
1,1,0,['5537'],[],"[{'Term': 'Rhodotorula mucilaginosa[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Rhodotorula mucilaginosa[All Names],,,Rhodotorula mucilaginosa
1,1,0,['5552'],[],"[{'Term': 'Trichosporon[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Trichosporon[All Names],,,Trichosporon
1,1,0,['4953'],[],"[{'Term': 'Zygosaccharomyces[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Zygosaccharomyces[All Names],,,Zygosaccharomyces
1,1,0,['34356'],[],"[{'Term': 'Kodamaea ohmeri[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Kodamaea ohmeri[All Names],,,Kodamaea ohmeri
1,1,0,['907340'],[],"[{'Term': 'Cyberlindnera saturnus[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Cyberlindnera saturnus[All Names],,,Cyberlindnera saturnus
1,1,0,['43987'],[],"[{'Term': 'Geotrichum[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Geotrichum[All Names],,,Geotrichum
1,1,0,['28985'],[],"[{'Term': 'Kluyveromyces lactis[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Kluyveromyces lactis[All Names],,,Kluyveromyces lactis
1,1,0,['4921'],[],"[{'Term': 'Pichia norvegensis[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Pichia norvegensis[All Names],,,Pichia norvegensis
1,1,0,['418086'],[],"[{'Term': 'Nakaseomyces nivariensis[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Nakaseomyces nivariensis[All Names],,,Nakaseomyces nivariensis
1,1,0,['53655'],[],"[{'Term': 'Pichia fermentans[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Pichia fermentans[All Names],,,Pichia fermentans
1,1,0,['241526'],[],"[{'Term': 'Candida africana[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Candida africana[All Names],,,Candida africana
0,0,0,[],[],,Candida[All Names] AND intermedia[All Names],"{'FieldNotFound': [], 'PhraseNotFound': ['intermedia']}","{'PhraseIgnored': [], 'OutputMessage': ['No items found.'], 'QuotedPhraseNotFound': []}",[Candida] intermedia
0,0,0,[],[],,Candida[All Names] AND inconspicua[All Names],"{'FieldNotFound': [], 'PhraseNotFound': ['inconspicua']}","{'PhraseIgnored': [], 'OutputMessage': ['No items found.'], 'QuotedPhraseNotFound': []}",[Candida] inconspicua
1,1,0,['4903'],[],"[{'Term': 'Cyberlindnera jadinii[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Cyberlindnera jadinii[All Names],,,Cyberlindnera jadinii
1,1,0,['5481'],[],"[{'Term': 'Diutina rugosa[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Diutina rugosa[All Names],,,Diutina rugosa
1,1,0,['4959'],[],"[{'Term': 'Debaryomyces hansenii[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Debaryomyces hansenii[All Names],,,Debaryomyces hansenii
1,1,0,['4952'],[],"[{'Term': 'yarrowia lipolytica[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",yarrowia lipolytica[All Names],,,Yarrowia lipolytica
1,1,0,['66948'],[],"[{'Term': 'Meyerozyma caribbica[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Meyerozyma caribbica[All Names],,,Meyerozyma caribbica
0,0,0,[],[],,Candida[All Names] AND haemuloni[All Names],"{'FieldNotFound': [], 'PhraseNotFound': ['haemuloni']}","{'PhraseIgnored': [], 'OutputMessage': ['No items found.'], 'QuotedPhraseNotFound': []}",[Candida] haemuloni
1,1,0,['4911'],[],"[{'Term': 'Kluyveromyces marxianus[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Kluyveromyces marxianus[All Names],,,Kluyveromyces marxianus
1,1,0,['4929'],[],"[{'Term': 'Meyerozyma guilliermondii[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Meyerozyma guilliermondii[All Names],,,Meyerozyma guilliermondii
1,1,0,['29916'],[],"[{'Term': 'Fusarium sp.[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Fusarium sp.[All Names],,,Fusarium sp.
1,1,0,['40355'],[],"[{'Term': 'Fonsecaea pedrosoi[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Fonsecaea pedrosoi[All Names],,,Fonsecaea pedrosoi
1,1,0,['254056'],[],"[{'Term': 'Fonsecaea monophora[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Fonsecaea monophora[All Names],,,Fonsecaea monophora
1,1,0,['5475'],[],"[{'Term': 'Candida[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Candida[All Names],,,Candida
1,1,0,['37769'],[],"[{'Term': 'Cryptococcus gattii[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Cryptococcus gattii[All Names],,,Cryptococcus gattii
1,1,0,['82517'],[],"[{'Term': 'Trichosporon inkin[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Trichosporon inkin[All Names],,,Trichosporon inkin
1,1,0,['82508'],[],"[{'Term': 'Trichosporon asahii[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Trichosporon asahii[All Names],,,Trichosporon asahii
1,1,0,['1173061'],[],"[{'Term': 'Geotrichum candidum[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Geotrichum candidum[All Names],,,Geotrichum candidum
1,1,0,['64493'],[],"[{'Term': 'Mucor hiemalis[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Mucor hiemalis[All Names],,,Mucor hiemalis
1,1,0,['41688'],[],"[{'Term': 'Lomentospora prolificans[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Lomentospora prolificans[All Names],,,Lomentospora prolificans
1,1,0,['563466'],[],"[{'Term': 'scedosporium apiospermum[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",scedosporium apiospermum[All Names],,,Scedosporium apiospermum
1,1,0,['37727'],[],"[{'Term': 'Talaromyces marneffei[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Talaromyces marneffei[All Names],,,Talaromyces marneffei
1,1,0,['5081'],[],"[{'Term': 'Penicillium sp.[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Penicillium sp.[All Names],,,Penicillium sp.
1,1,0,['169388'],[],"[{'Term': 'Fusarium solani[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Fusarium solani[All Names],,,Fusarium solani
1,1,0,['5507'],[],"[{'Term': 'Fusarium oxysporum[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Fusarium oxysporum[All Names],,,Fusarium oxysporum
1,1,0,['29908'],[],"[{'Term': 'Sporothrix schenckii[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Sporothrix schenckii[All Names],,,Sporothrix schenckii
1,1,0,['5503'],[],"[{'Term': 'Curvularia lunata[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Curvularia lunata[All Names],,,Curvularia lunata
1,1,0,['91365'],[],"[{'Term': 'Curvularia australiensis[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Curvularia australiensis[All Names],,,Curvularia australiensis
1,1,0,['5551'],[],"[{'Term': 'Trichophyton rubrum[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Trichophyton rubrum[All Names],,,Trichophyton rubrum
1,1,0,['264951'],[],"[{'Term': 'Paecilomyces variotii[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Paecilomyces variotii[All Names],,,Paecilomyces variotii
0,0,0,[],[],,Candida[All Names] AND zeylanoides[All Names],"{'FieldNotFound': [], 'PhraseNotFound': ['zeylanoides']}","{'PhraseIgnored': [], 'OutputMessage': ['No items found.'], 'QuotedPhraseNotFound': []}",[Candida] zeylanoides
1,1,0,['1095183'],[],"[{'Term': 'Magnusiomyces capitatus[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Magnusiomyces capitatus[All Names],,,Magnusiomyces capitatus
